video,video_index,material,frame_idx,timestamp_sec,tool_tip_x,tool_tip_y,bbox_x,bbox_y,bbox_w,bbox_h,roi_x1,roi_y1,roi_x2,roi_y2,delta_x,delta_y,tracking_status
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2737,45.617,496,69,489,59,17,16,346,0,646,300,3,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2738,45.633,493,68,485,60,17,16,343,0,643,300,-3,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2739,45.65,491,69,482,61,17,16,341,0,641,300,-2,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2740,45.667,496,68,489,59,17,16,346,0,646,300,5,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2741,45.683,494,68,486,60,17,16,344,0,644,300,-2,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2742,45.7,493,69,484,61,17,16,343,0,643,300,-1,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2743,45.717,496,68,489,59,17,16,346,0,646,300,3,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2744,45.733,494,68,486,60,17,16,344,0,644,300,-2,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2745,45.75,493,69,485,61,17,16,343,0,643,300,-1,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2746,45.767,491,68,482,60,17,16,341,0,641,300,-2,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2747,45.783,496,68,489,59,17,16,346,0,646,300,5,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2748,45.8,495,67,487,59,17,16,345,0,645,300,-1,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2749,45.817,497,68,490,60,17,16,347,0,647,300,2,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2750,45.833,497,68,490,60,17,16,347,0,647,300,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2751,45.85,496,67,489,58,17,16,346,0,646,300,-1,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2752,45.867,496,66,489,57,17,16,346,0,646,300,0,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2753,45.883,495,65,488,56,17,16,345,0,645,300,-1,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2754,45.9,493,65,485,56,17,16,343,0,643,300,-2,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2755,45.917,494,64,486,55,17,16,344,0,644,300,1,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2756,45.933,495,63,487,54,17,16,345,0,645,300,1,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2757,45.95,495,63,487,53,17,16,345,0,645,300,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2758,45.967,494,63,486,54,17,16,344,0,644,300,-1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2759,45.983,494,63,486,54,17,16,344,0,644,300,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2760,46.0,493,63,484,53,17,16,343,0,643,300,-1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2761,46.017,493,63,484,53,17,16,343,0,643,300,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2762,46.033,496,66,489,57,17,16,346,0,646,300,3,3,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2763,46.05,495,65,488,57,17,16,345,0,645,300,-1,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2764,46.067,495,65,488,57,17,16,345,0,645,300,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2765,46.083,496,65,489,56,17,16,346,0,646,300,1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2766,46.1,495,65,488,57,17,16,345,0,645,300,-1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2767,46.117,496,65,489,57,17,16,346,0,646,300,1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2768,46.133,495,65,488,57,17,16,345,0,645,300,-1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2769,46.15,495,65,488,57,17,16,345,0,645,300,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2770,46.167,496,64,489,56,17,16,346,0,646,300,1,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2771,46.183,498,64,491,56,17,16,348,0,648,300,2,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2772,46.2,496,65,489,57,17,16,346,0,646,300,-2,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2773,46.217,497,66,490,58,17,16,347,0,647,300,1,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2774,46.233,496,65,489,56,17,16,346,0,646,300,-1,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2775,46.25,496,65,489,56,17,16,346,0,646,300,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2776,46.267,496,65,489,57,17,16,346,0,646,300,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2777,46.283,496,66,489,59,17,16,346,0,646,300,0,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2778,46.3,495,67,487,60,17,16,345,0,645,300,-1,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2779,46.317,495,68,487,61,17,16,345,0,645,300,0,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2780,46.333,495,68,487,61,17,16,345,0,645,300,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2781,46.35,494,68,486,62,17,16,344,0,644,300,-1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2782,46.367,498,68,491,62,17,16,348,0,648,300,4,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2783,46.383,498,68,492,62,17,16,348,0,648,300,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2784,46.4,498,68,492,62,17,16,348,0,648,300,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2785,46.417,498,68,491,62,17,16,348,0,648,300,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2786,46.433,497,69,490,63,17,16,347,0,647,300,-1,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2787,46.45,496,68,489,62,17,16,346,0,646,300,-1,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2788,46.467,496,64,489,55,17,16,346,0,646,300,0,-4,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2789,46.483,496,63,489,54,17,16,346,0,646,300,0,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2790,46.5,494,63,486,55,17,16,344,0,644,300,-2,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2791,46.517,494,62,486,54,17,16,344,0,644,300,0,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2792,46.533,493,62,484,54,17,16,343,0,643,300,-1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2793,46.55,497,63,489,54,17,16,347,0,647,300,4,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2794,46.567,495,62,488,54,17,16,345,0,645,300,-2,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2795,46.583,494,62,486,53,17,16,344,0,644,300,-1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2796,46.6,497,63,489,54,17,16,347,0,647,300,3,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2797,46.617,495,62,488,53,17,16,345,0,645,300,-2,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2798,46.633,497,63,489,54,17,16,347,0,647,300,2,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2799,46.65,495,62,488,53,17,16,345,0,645,300,-2,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2800,46.667,495,61,487,52,17,16,345,0,645,300,0,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2801,46.683,493,60,485,51,17,16,343,0,643,300,-2,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2802,46.7,491,61,482,52,17,16,341,0,641,300,-2,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2803,46.717,497,62,489,53,17,16,347,0,647,300,6,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2804,46.733,494,61,486,53,17,16,344,0,644,300,-3,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2805,46.75,494,61,486,52,17,16,344,0,644,300,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2806,46.767,491,61,482,53,17,16,341,0,641,300,-3,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2807,46.783,497,62,489,53,17,16,347,0,647,300,6,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2808,46.8,496,61,489,53,17,16,346,0,646,300,-1,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2809,46.817,494,61,486,53,17,16,344,0,644,300,-2,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2810,46.833,493,61,485,53,17,16,343,0,643,300,-1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2811,46.85,495,60,487,52,17,16,345,0,645,300,2,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2812,46.867,494,60,486,51,17,16,344,0,644,300,-1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2813,46.883,493,60,485,51,17,16,343,0,643,300,-1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2814,46.9,493,60,485,51,17,16,343,0,643,300,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2815,46.917,493,59,485,50,17,16,343,0,643,300,0,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2816,46.933,493,58,484,49,17,16,343,0,643,300,0,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2817,46.95,493,59,485,50,17,16,343,0,643,300,0,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2818,46.967,497,61,489,52,17,16,347,0,647,300,4,2,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2819,46.983,496,61,489,53,17,16,346,0,646,300,-1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2820,47.0,496,62,488,55,17,16,346,0,646,300,0,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2821,47.017,494,60,486,52,17,16,344,0,644,300,-2,-2,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2822,47.033,497,61,489,51,17,16,347,0,647,300,3,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2823,47.05,496,61,489,53,17,16,346,0,646,300,-1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2824,47.067,496,62,489,54,17,16,346,0,646,300,0,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2825,47.083,496,61,488,54,17,16,346,0,646,300,0,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2826,47.1,496,61,489,54,17,16,346,0,646,300,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2827,47.117,499,65,493,59,17,16,349,0,649,300,3,4,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2828,47.133,497,62,490,55,17,16,347,0,647,300,-2,-3,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2829,47.15,497,62,490,55,17,16,347,0,647,300,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2830,47.167,499,63,493,57,17,16,349,0,649,300,2,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2831,47.183,497,60,489,50,17,16,347,0,647,300,-2,-3,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2832,47.2,496,58,489,49,17,16,346,0,646,300,-1,-2,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2833,47.217,494,58,486,49,17,16,344,0,644,300,-2,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2834,47.233,496,62,488,55,17,16,346,0,646,300,2,4,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2835,47.25,495,62,487,55,17,16,345,0,645,300,-1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2836,47.267,494,62,486,55,17,16,344,0,644,300,-1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2837,47.283,497,59,489,50,17,16,347,0,647,300,3,-3,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2838,47.3,496,58,489,50,17,16,346,0,646,300,-1,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2839,47.317,496,58,489,50,17,16,346,0,646,300,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2840,47.333,495,58,487,49,17,16,345,0,645,300,-1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2841,47.35,496,58,489,49,17,16,346,0,646,300,1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2842,47.367,496,57,488,48,17,16,346,0,646,300,0,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2843,47.383,497,56,490,47,17,16,347,0,647,300,1,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2844,47.4,495,55,487,46,17,16,345,0,645,300,-2,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2845,47.417,497,58,489,49,17,16,347,0,647,300,2,3,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2846,47.433,495,57,487,49,17,16,345,0,645,300,-2,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2847,47.45,494,57,486,49,17,16,344,0,644,300,-1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2848,47.467,493,57,485,48,17,16,343,0,643,300,-1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2849,47.483,493,57,484,49,17,16,343,0,643,300,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2850,47.5,493,57,484,48,17,16,343,0,643,300,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2851,47.517,491,57,482,49,17,16,341,0,641,300,-2,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2852,47.533,497,58,489,48,17,16,347,0,647,300,6,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2853,47.55,496,57,489,49,17,16,346,0,646,300,-1,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2854,47.567,496,59,488,51,17,16,346,0,646,300,0,2,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2855,47.583,496,59,488,51,17,16,346,0,646,300,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2856,47.6,496,59,489,51,17,16,346,0,646,300,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2857,47.617,496,58,489,51,17,16,346,0,646,300,0,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2858,47.633,496,58,489,50,17,16,346,0,646,300,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2859,47.65,496,57,489,49,17,16,346,0,646,300,0,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2860,47.667,497,57,490,49,17,16,347,0,647,300,1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2861,47.683,496,57,488,49,17,16,346,0,646,300,-1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2862,47.7,500,57,494,49,17,16,350,0,650,300,4,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2863,47.717,497,57,489,47,17,16,347,0,647,300,-3,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2864,47.733,496,55,489,46,17,16,346,0,646,300,-1,-2,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2865,47.75,495,55,487,46,17,16,345,0,645,300,-1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2866,47.767,496,54,488,45,17,16,346,0,646,300,1,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2867,47.783,495,53,487,44,17,16,345,0,645,300,-1,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2868,47.8,494,53,485,44,17,16,344,0,644,300,-1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2869,47.817,494,52,485,42,17,16,344,0,644,300,0,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2870,47.833,497,56,489,47,17,16,347,0,647,300,3,4,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2871,47.85,495,55,487,46,17,16,345,0,645,300,-2,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2872,47.867,494,55,486,46,17,16,344,0,644,300,-1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2873,47.883,493,54,484,45,17,16,343,0,643,300,-1,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2874,47.9,497,56,489,46,17,16,347,0,647,300,4,2,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2875,47.917,496,54,488,45,17,16,346,0,646,300,-1,-2,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2876,47.933,495,54,487,45,17,16,345,0,645,300,-1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2877,47.95,494,53,486,44,17,16,344,0,644,300,-1,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2878,47.967,493,53,484,44,17,16,343,0,643,300,-1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2879,47.983,492,53,483,44,17,16,342,0,642,300,-1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2880,48.0,497,55,489,46,17,16,347,0,647,300,5,2,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2881,48.017,496,55,488,47,17,16,346,0,646,300,-1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2882,48.033,496,56,488,48,17,16,346,0,646,300,0,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2883,48.05,494,56,486,49,17,16,344,0,644,300,-2,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2884,48.067,493,56,484,49,17,16,343,0,643,300,-1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2885,48.083,493,57,484,50,17,16,343,0,643,300,0,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2886,48.1,493,58,484,51,17,16,343,0,643,300,0,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2887,48.117,497,54,489,45,17,16,347,0,647,300,4,-4,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2888,48.133,496,54,488,46,17,16,346,0,646,300,-1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2889,48.15,495,55,487,48,17,16,345,0,645,300,-1,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2890,48.167,496,55,488,48,17,16,346,0,646,300,1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2891,48.183,494,55,486,48,17,16,344,0,644,300,-2,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2892,48.2,494,56,486,49,17,16,344,0,644,300,0,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2893,48.217,493,57,484,50,17,16,343,0,643,300,-1,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2894,48.233,497,54,489,44,17,16,347,0,647,300,4,-3,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2895,48.25,496,53,488,45,17,16,346,0,646,300,-1,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2896,48.267,496,54,488,46,17,16,346,0,646,300,0,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2897,48.283,495,55,487,47,17,16,345,0,645,300,-1,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2898,48.3,495,55,487,48,17,16,345,0,645,300,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2899,48.317,494,55,486,48,17,16,344,0,644,300,-1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2900,48.333,494,56,486,49,17,16,344,0,644,300,0,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2901,48.35,493,56,484,49,17,16,343,0,643,300,-1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2902,48.367,497,53,489,44,17,16,347,0,647,300,4,-3,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2903,48.383,496,52,488,44,17,16,346,0,646,300,-1,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2904,48.4,496,52,488,44,17,16,346,0,646,300,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2905,48.417,496,53,488,45,17,16,346,0,646,300,0,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2906,48.433,496,53,488,45,17,16,346,0,646,300,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2907,48.45,495,53,487,45,17,16,345,0,645,300,-1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2908,48.467,496,52,488,44,17,16,346,0,646,300,1,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2909,48.483,496,54,488,46,17,16,346,0,646,300,0,2,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2910,48.5,497,53,490,46,17,16,347,0,647,300,1,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2911,48.517,497,54,490,47,17,16,347,0,647,300,0,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.10 AM (2).mp4,3,Aluminium,2912,48.533,497,54,490,47,17,16,347,0,647,300,0,0,TRACKED
