video,video_index,material,split,frame_idx,timestamp_sec,tool_tip_x,tool_tip_y,crop_tip_x,crop_tip_y,roi_x1,roi_y1,roi_x2,roi_y2,crop_w,crop_h,laplacian_var,motion_score,tracking_status,category,crop_path
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,1065,17.75,492,213,150,150,342,63,642,363,300,300,70.7,14.83,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_001065.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,1080,18.0,493,213,150,150,343,63,643,363,300,300,99.15,11.56,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_001080.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,1095,18.25,493,210,150,150,343,60,643,360,300,300,98.99,4.74,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_001095.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,1110,18.5,494,210,150,150,344,60,644,360,300,300,80.89,8.9,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_001110.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,1125,18.75,491,212,150,150,341,62,641,362,300,300,93.54,6.62,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_001125.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,1140,19.0,491,216,150,150,341,66,641,366,300,300,97.27,5.12,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_001140.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,1155,19.25,490,213,150,150,340,63,640,363,300,300,96.56,15.92,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_001155.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,1170,19.5,489,212,150,150,339,62,639,362,300,300,76.59,3.62,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_001170.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,1185,19.75,488,212,150,150,338,62,638,362,300,300,70.15,2.72,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_001185.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,1200,20.0,488,209,150,150,338,59,638,359,300,300,153.43,3.06,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_001200.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,1215,20.25,490,208,150,150,340,58,640,358,300,300,91.95,3.28,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_001215.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,1230,20.5,488,205,150,150,338,55,638,355,300,300,76.43,3.82,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_001230.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,1245,20.75,489,207,150,150,339,57,639,357,300,300,94.65,18.57,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_001245.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,1260,21.0,488,207,150,150,338,57,638,357,300,300,82.26,15.42,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_001260.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,1275,21.25,487,204,150,150,337,54,637,354,300,300,77.89,8.55,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_001275.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,1290,21.5,487,207,150,150,337,57,637,357,300,300,76.95,3.83,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_001290.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,1305,21.75,485,205,150,150,335,55,635,355,300,300,74.66,7.96,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_001305.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,1320,22.0,485,207,150,150,335,57,635,357,300,300,82.82,5.24,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_001320.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,1335,22.25,485,206,150,150,335,56,635,356,300,300,77.57,8.6,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_001335.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,1350,22.5,489,203,150,150,339,53,639,353,300,300,86.1,4.94,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_001350.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,1365,22.75,484,202,150,150,334,52,634,352,300,300,81.03,11.12,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_001365.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,1380,23.0,486,203,150,150,336,53,636,353,300,300,98.54,11.11,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_001380.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,1395,23.25,485,201,150,150,335,51,635,351,300,300,109.62,11.8,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_001395.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,1410,23.5,486,200,150,150,336,50,636,350,300,300,78.86,6.24,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_001410.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,1425,23.75,480,201,150,150,330,51,630,351,300,300,76.25,9.5,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_001425.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,1440,24.0,480,200,150,150,330,50,630,350,300,300,79.58,12.09,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_001440.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,1455,24.25,481,204,150,150,331,54,631,354,300,300,92.58,18.76,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_001455.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,1470,24.5,479,200,150,150,329,50,629,350,300,300,93.02,11.87,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_001470.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,1485,24.75,476,198,150,150,326,48,626,348,300,300,96.71,3.48,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_001485.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,1500,25.0,479,200,150,150,329,50,629,350,300,300,174.35,10.29,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_001500.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,1515,25.25,480,203,150,150,330,53,630,353,300,300,92.93,7.34,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_001515.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,1530,25.5,482,195,150,150,332,45,632,345,300,300,88.96,15.36,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_001530.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,1545,25.75,481,196,150,150,331,46,631,346,300,300,82.58,3.94,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_001545.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,1560,26.0,479,197,150,150,329,47,629,347,300,300,83.07,5.19,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_001560.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,1575,26.25,478,197,150,150,328,47,628,347,300,300,84.68,4.81,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_001575.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,1590,26.5,480,197,150,150,330,47,630,347,300,300,87.0,3.22,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_001590.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,1605,26.75,479,198,150,150,329,48,629,348,300,300,84.52,3.42,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_001605.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,1620,27.0,479,196,150,150,329,46,629,346,300,300,89.75,4.27,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_001620.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,1635,27.25,477,193,150,150,327,43,627,343,300,300,79.59,16.36,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_001635.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,1650,27.5,474,195,150,150,324,45,624,345,300,300,91.56,4.24,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_001650.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,1665,27.75,475,196,150,150,325,46,625,346,300,300,78.81,3.7,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_001665.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,1680,28.0,478,190,150,150,328,40,628,340,300,300,89.21,15.98,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_001680.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,1695,28.25,480,188,150,150,330,38,630,338,300,300,94.06,4.03,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_001695.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,1710,28.5,478,191,150,150,328,41,628,341,300,300,74.03,10.28,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_001710.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,1725,28.75,476,190,150,150,326,40,626,340,300,300,72.69,7.88,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_001725.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,1740,29.0,471,189,150,150,321,39,621,339,300,300,80.91,6.71,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_001740.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,1755,29.25,471,187,150,150,321,37,621,337,300,300,81.48,3.93,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_001755.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,1770,29.5,474,186,150,150,324,36,624,336,300,300,95.87,5.37,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_001770.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,1785,29.75,471,192,150,150,321,42,621,342,300,300,84.43,14.85,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_001785.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,1800,30.0,465,192,150,150,315,42,615,342,300,300,151.08,15.93,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_001800.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,1815,30.25,469,195,150,150,319,45,619,345,300,300,99.4,12.39,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_001815.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,1830,30.5,471,193,150,150,321,43,621,343,300,300,93.46,12.72,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_001830.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,1845,30.75,467,194,150,150,317,44,617,344,300,300,75.34,12.37,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_001845.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,1860,31.0,465,192,150,150,315,42,615,342,300,300,68.79,5.81,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_001860.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,1875,31.25,462,192,150,150,312,42,612,342,300,300,74.53,12.03,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_001875.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,1890,31.5,464,190,150,150,314,40,614,340,300,300,74.65,12.0,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_001890.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,1905,31.75,458,192,150,150,308,42,608,342,300,300,88.23,15.87,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_001905.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,1920,32.0,461,192,150,150,311,42,611,342,300,300,97.6,15.34,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_001920.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,1935,32.25,456,192,150,150,306,42,606,342,300,300,82.0,10.9,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_001935.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,1950,32.5,454,192,150,150,304,42,604,342,300,300,85.77,8.9,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_001950.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,1965,32.75,450,193,150,150,300,43,600,343,300,300,70.7,7.17,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_001965.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,1980,33.0,455,190,150,150,305,40,605,340,300,300,87.07,13.52,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_001980.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,1995,33.25,451,192,150,150,301,42,601,342,300,300,67.48,8.61,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_001995.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,2010,33.5,447,191,150,150,297,41,597,341,300,300,72.76,9.12,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_002010.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,2025,33.75,448,193,150,150,298,43,598,343,300,300,72.49,12.31,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_002025.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,2040,34.0,442,195,150,150,292,45,592,345,300,300,67.2,11.11,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_002040.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,2055,34.25,444,193,150,150,294,43,594,343,300,300,76.12,10.59,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_002055.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,2070,34.5,443,194,150,150,293,44,593,344,300,300,64.65,4.88,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_002070.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,2085,34.75,443,195,150,150,293,45,593,345,300,300,60.94,5.02,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_002085.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,2100,35.0,444,191,150,150,294,41,594,341,300,300,142.55,14.07,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_002100.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,2115,35.25,439,193,150,150,289,43,589,343,300,300,67.01,13.22,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_002115.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,2130,35.5,438,194,150,150,288,44,588,344,300,300,69.2,16.86,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_002130.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,2145,35.75,436,194,150,150,286,44,586,344,300,300,69.27,3.64,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_002145.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,2160,36.0,436,195,150,150,286,45,586,345,300,300,67.51,5.73,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_002160.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,2175,36.25,430,192,150,150,280,42,580,342,300,300,80.37,13.34,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_002175.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,2190,36.5,434,192,150,150,284,42,584,342,300,300,74.82,15.4,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_002190.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,2205,36.75,428,193,150,150,278,43,578,343,300,300,77.29,30.7,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_002205.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,2220,37.0,428,189,150,150,278,39,578,339,300,300,82.63,14.83,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_002220.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,2235,37.25,427,195,150,150,277,45,577,345,300,300,77.92,18.19,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_002235.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,2250,37.5,424,197,150,150,274,47,574,347,300,300,67.32,8.44,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_002250.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,2265,37.75,424,198,150,150,274,48,574,348,300,300,90.7,17.76,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_002265.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,2280,38.0,424,197,150,150,274,47,574,347,300,300,95.04,19.78,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_002280.jpg
WhatsApp Video 2026-08-11 at 6.55.10 AM.mp4,4,Aluminium,val,2295,38.25,423,199,150,150,273,49,573,349,300,300,82.6,18.33,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.10_AM/crop_002295.jpg
WhatsApp Video 2026-08-11 at 6.55.13 AM (1).mp4,8,Copper,val,0,0.0,575,245,150,150,425,95,725,395,300,300,160.99,0.0,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.13_AM_(1)/crop_000000.jpg
WhatsApp Video 2026-08-11 at 6.55.13 AM (1).mp4,8,Copper,val,15,0.25,572,243,150,150,422,93,722,393,300,300,207.08,18.88,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.13_AM_(1)/crop_000015.jpg
WhatsApp Video 2026-08-11 at 6.55.13 AM (1).mp4,8,Copper,val,30,0.5,569,243,150,150,419,93,719,393,300,300,186.11,42.79,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.13_AM_(1)/crop_000030.jpg
WhatsApp Video 2026-08-11 at 6.55.13 AM (1).mp4,8,Copper,val,45,0.75,563,243,150,150,413,93,713,393,300,300,168.57,34.23,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.13_AM_(1)/crop_000045.jpg
WhatsApp Video 2026-08-11 at 6.55.13 AM (1).mp4,8,Copper,val,60,1.0,563,240,150,150,413,90,713,390,300,300,204.48,32.27,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.13_AM_(1)/crop_000060.jpg
WhatsApp Video 2026-08-11 at 6.55.13 AM (1).mp4,8,Copper,val,75,1.25,565,239,150,150,415,89,715,389,300,300,203.58,9.56,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.13_AM_(1)/crop_000075.jpg
WhatsApp Video 2026-08-11 at 6.55.13 AM (1).mp4,8,Copper,val,90,1.5,554,243,150,150,404,93,704,393,300,300,142.48,33.8,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.13_AM_(1)/crop_000090.jpg
WhatsApp Video 2026-08-11 at 6.55.13 AM (1).mp4,8,Copper,val,105,1.75,555,240,150,150,405,90,705,390,300,300,160.75,29.02,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.13_AM_(1)/crop_000105.jpg
WhatsApp Video 2026-08-11 at 6.55.13 AM (1).mp4,8,Copper,val,120,2.0,552,237,150,150,402,87,702,387,300,300,139.81,17.78,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.13_AM_(1)/crop_000120.jpg
WhatsApp Video 2026-08-11 at 6.55.13 AM (1).mp4,8,Copper,val,135,2.25,548,235,150,150,398,85,698,385,300,300,137.96,16.17,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.13_AM_(1)/crop_000135.jpg
WhatsApp Video 2026-08-11 at 6.55.13 AM (1).mp4,8,Copper,val,150,2.5,546,235,150,150,396,85,696,385,300,300,137.88,4.72,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.13_AM_(1)/crop_000150.jpg
WhatsApp Video 2026-08-11 at 6.55.13 AM (1).mp4,8,Copper,val,165,2.75,542,228,150,150,392,78,692,378,300,300,120.7,9.53,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.13_AM_(1)/crop_000165.jpg
WhatsApp Video 2026-08-11 at 6.55.13 AM (1).mp4,8,Copper,val,180,3.0,540,232,150,150,390,82,690,382,300,300,146.18,27.03,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.13_AM_(1)/crop_000180.jpg
WhatsApp Video 2026-08-11 at 6.55.13 AM (1).mp4,8,Copper,val,195,3.25,538,230,150,150,388,80,688,380,300,300,148.79,13.65,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.13_AM_(1)/crop_000195.jpg
WhatsApp Video 2026-08-11 at 6.55.13 AM (1).mp4,8,Copper,val,210,3.5,530,228,150,150,380,78,680,378,300,300,135.17,16.3,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.13_AM_(1)/crop_000210.jpg
